lossyear,suburb_rated,exposure
2020,NAVAL BASE,2.161202186
2020,NEDLANDS,1106.508197
2020,NEERABUP,3.295081967
2020,NEERGABBY,2.519125683
2020,NEW NORCIA,1
2020,NEWDEGATE,5.442622951
2020,NEWLANDS,3
2020,NEWMAN,4.008196721
2020,NICKOL,91.7431694
2020,NILGEN,6.038251366
2020,NILLUP,1
2020,NOGGERUP,4
2020,NOLLAMARA,1540.84153
2020,NORANDA,1218.510929
2020,NORNALUP,6.398907104
2020,NORSEMAN,50.13114754
2020,NORTH BEACH,436.2431694
2020,NORTH BOYANUP,10.27322404
2020,NORTH COOGEE,350.863388
2020,NORTH DANDALUP,75.9863388
2020,NORTH FREMANTLE,351.1202186
2020,NORTH GREENBUSHES,6.838797814
2020,NORTH JINDONG,1
2020,NORTH KELLERBERRIN,0.456284153
2020,NORTH LAKE,151.931694
2020,NORTH PERTH,1243.896175
2020,NORTH YUNDERUP,143.8060109
2020,NORTHAM,516.8387978
2020,NORTHAMPTON,61.70765027
2020,NORTHBRIDGE,55.76229508
2020,NORTHCLIFFE,22.67213115
2020,NOWERGUP,10.2568306
2020,NUKARNI,0.341530055
2020,NULSEN,58.50546448
2020,NUNGARIN,15.04918033
2020,NUNILE,10.59836066
2020,NYABING,5.732240437
2020,NYAMUP,1
2020,O'CONNOR,68.76229508
2020,OAKFORD,215.0546448
2020,OCEAN BEACH,74.09289618
2020,OCEAN FARM,2.655737705
2020,OCEAN REEF,851.6229508
2020,OLDBURY,7.019125683
2020,ONGERUP,5.508196721
2020,ONSLOW,2.316939891
2020,ORA BANDA,0.942622951
2020,ORANA,208.147541
2020,ORANGE GROVE,47.18032787
2020,ORELIA,405.0628415
2020,OSBORNE PARK,341.3142077
2020,PADBURY,1018.893443
2020,PALGARUP,3.81147541
2020,PALMER,0.603825137
2020,PALMYRA,942.9234973
2020,PANNAWONICA,0.87431694
2020,PARABURDOO,24.35245902
2020,PARKERVILLE,151.3114754
2020,PARKLANDS,60.48360656
2020,PARKWOOD,909.0245902
2020,PARMELIA,550.1612022
2020,PAULLS VALLEY,3.633879781
2020,PAYNEDALE,0.822404372
2020,PAYNES FIND,1
2020,PEACEFUL BAY,18.98907104
2020,PEARSALL,525.3306011
2020,PEGS CREEK,22.29508197
2020,PELICAN POINT,106.4699454
2020,PEMBERTON,84.03825137
2020,PEPPERMINT GROVE,69.89344262
2020,PEPPERMINT GROVE BEACH,80.80327869
2020,PERENJORI,8.721311475
2020,PERON,1.420765027
2020,PERTH,602.5956284
2020,PERTH AIRPORT,3.180327869
2020,PERUP,1
2020,PIARA WATERS,1772.789618
2020,PIAWANING,0.592896175
2020,PICCADILLY,314.6202186
2020,PICKERING BROOK,23.65027322
2020,PICTON,3.144808743
2020,PICTON EAST,13.09836066
2020,PIESSE BROOK,6.516393443
2020,PINDAR,1
2020,PINGARING,1
2020,PINGELLY,65.49453552
2020,PINGRUP,2.99726776
2020,PINJARRA,636.7459016
2020,PINK LAKE,18.68579235
2020,PINWERNYING,1.983606557
2020,POINT SAMSON,1
2020,POPANYINNING,7
2020,PORONGURUP,8.666666667
2020,PORT ALBANY,13.19125683
2020,PORT DENISON,140.4398907
2020,PORT HEDLAND,6.109289618
2020,PORT KENNEDY,1361.857924
2020,PRESTON BEACH,79.65027322
2020,PRESTON SETTLEMENT,3
2020,PREVELLY,16.95081967
2020,PREVELLY PARK,11
2020,PUMPHREYS BRIDGE,1
2020,QUAIRADING,46.86065574
2020,QUEDJINUP,29.10382514
2020,QUEENS PARK,652.3579235
2020,QUELLINGTON,0.844262295
2020,QUINDALUP,197.2431694
2020,QUINDANNING,1
2020,QUINNINUP,16.08469945
2020,QUINNS ROCKS,868.2540984
2020,RANFORD,14.42622951
2020,RANGEWAY,186.0491803
2020,RAVENSTHORPE,22.90437159
2020,RAVENSWOOD,340.0300546
2020,RED HILL,3
2020,REDCLIFFE,510.4153006
2020,REDMOND,0.672131148
2020,REINSCOURT,18.75956284
2020,RIDGEWOOD,472.0382514
2020,RIVERTON,726.2131148
2020,RIVERVALE,1000.964481
2020,ROBINSON,24.61748634
2020,ROCKINGHAM,1520.180328
2020,ROCKINGHAM BEACH,4
2020,ROCKY GULLY,4.661202186
2020,ROEBOURNE,0.674863388
2020,ROELANDS,66.39344262
2020,ROLEYSTONE,511.1448087
2020,ROSA BROOK,3.486338798
2020,ROSA GLEN,2
2020,ROSSMORE,2
2020,ROSSMOYNE,471.4344262
2020,RUABON,0.254098361
2020,RUDDS GULLY,3.81420765
2020,SABINA RIVER,1
2020,SAFETY BAY,909.0491803
2020,SALMON GUMS,0.37431694
2020,SALTER POINT,299.420765
2020,SAMSON,281.4726776
2020,SAN REMO,136.5819672
2020,SANDSTONE,5.693989071
2020,SAWYERS VALLEY,82.52459016
2020,SCADDAN,1
2020,SCARBOROUGH,1694.346995
2020,SCOTSDALE,7.759562842
2020,SCOTT RIVER,0.191256831
2020,SEABIRD,62.54918033
2020,SEABROOK,1.057377049
2020,SECRET HARBOUR,1101.775956
2020,SEPPINGS,12.06830601
2020,SERPENTINE,140.8961749
2020,SEVILLE GROVE,1051.65847
2020,SHACKLETON,2.519125683
2020,SHADFORTH,35.05191257
2020,SHELLEY,577.9453552
2020,SHENTON PARK,476.7759563
2020,SHOALWATER,484.4726776
2020,SIESTA PARK,6
2020,SILVER SANDS,203.0573771
2020,SINAGRA,315.0054645
2020,SINCLAIR,39.69125683
2020,SINGLETON,464.6420765
2020,SOMERVILLE,355.1530055
2020,SORRENTO,1003.322404
2020,SOUTH BOULDER,102.3797814
2020,SOUTH BUNBURY,831.6038251
2020,SOUTH DOODLAKINE,1
2020,SOUTH FREMANTLE,497.6885246
2020,SOUTH GREENOUGH,4.273224044
2020,SOUTH GUILDFORD,393.6284153
2020,SOUTH HEDLAND,6.073770492
2020,SOUTH KALGOORLIE,471.9371585
2020,SOUTH LAKE,612.284153
2020,SOUTH PERTH,1153.128415
2020,SOUTH QUAIRADING,1
2020,SOUTH YUNA,1
2020,SOUTH YUNDERUP,507.4590164
2020,SOUTHAMPTON,0.8715847
2020,SOUTHERN CROSS,57.24590164
2020,SOUTHERN RIVER,1370.409836
2020,SPALDING,236.7103825
2020,SPEARWOOD,1630.221312
2020,SPENCER PARK,350.1885246
2020,SPENCERS BROOK,11.25136612
2020,SPRINGFIELD,6.519125683
2020,ST JAMES,533.0054645
2020,STAKE HILL,40.11748634
2020,STIRLING,1402.505465
2020,STIRLING ESTATE,2.087431694
2020,STONEVILLE,170.0983607
2020,STRATHALBYN,125.5136612
2020,STRATHAM,42.89071038
2020,STRATTON,369.2431694
2020,SUBIACO,924.8306011
2020,SUCCESS,1217.76776
2020,SUNSET BEACH,208.4617486
2020,SWAN VIEW,1005.557377
2020,SWANBOURNE,420.4344262
2020,TAMBELLUP,14.31967213
2020,TAMMIN,16.2568306
2020,TAPPING,1034.117486
2020,TARCOOLA BEACH,147.8743169
2020,TENTERDEN,11.55191257
2020,THE VINES,600.795082
2020,THORNLIE,2971.855191
2020,THREE SPRINGS,14.9863388
2020,THROSSELL,1
2020,TINCURRIN,2.527322404
2020,TINGLEDALE,1
2020,TOM PRICE,2.538251366
2020,TOODYAY,178.1857924
2020,TORBAY,13.80874317
2020,TORNDIRRUP,1.863387978
2020,TRAYNING,10.72404372
2020,TREEBY,510.8333333
2020,TRIGG,316.6803279
2020,TUART HILL,834.715847
2020,TWO ROCKS,467.9344262
2020,UDUC,2
2020,UPPER CAPEL,1.948087432
2020,UPPER KALGAN,0.259562842
2020,UPPER SWAN,54.96994536
2020,USELESS LOOP,2.177595628
2020,USHER,176.3579235
2020,UTAKARRA,91.95355191
2020,VARLEY,1.467213115
2020,VASSE,241.7978142
2020,VICTORIA PARK,955.8852459
2020,VICTORY HEIGHTS,78.63387978
2020,VIVEASH,195.0901639
2020,WAEEL,2
2020,WAGGRAKINE,207.9098361
2020,WAGIN,101.8497268
2020,WAIKIKI,1140.319672
2020,WALEBING,1.407103825
2020,WALKAWAY,9.289617486
2020,WALLISTON,62.69398907
2020,WALPOLE,56.51912568
2020,WALSALL,0.327868853
2020,WANDERING,9.387978142
2020,WANDI,428.3852459
2020,WANDINA,408.2923497
2020,WANERIE,1.467213115
2020,WANGARA,17.91530055
2020,WANNAMAL,2
2020,WANNANUP,571.8715847
2020,WANNEROO,1512.322404
2020,WANSBROUGH,0.409836066
2020,WARAWARRUP,4.114754098
2020,WARBURTON COMMUNITY,1.855191257
2020,WARNBRO,1123.797814
2020,WARNER GLEN,1.890710383
2020,WAROONA,265.3469945
2020,WARRENUP,56.28415301
2020,WARWICK,498.5409836
2020,WATERFORD,286.8469945
2020,WATERLOO,10.50546448
2020,WATERMAN,26.90710383
2020,WATERMANS BAY,149.5054645
2020,WATERSON,1
2020,WATHEROO,5
2020,WATTLE GROVE,596.431694
2020,WATTLEUP,53.19945355
2020,WEBBERTON,12.34699454
2020,WEDGECARRUP,0.013661202
2020,WELLARD,1299.806011
2020,WELLESLEY,0.027322404
2020,WELLINGTON MILL,5
2020,WELLSTEAD,2.448087432
2020,WELSHPOOL,9.945355191
2020,WEMBLEY,1191.89071
2020,WEMBLEY DOWNS,822.4945355
2020,WEST BALLIDU,0.133879781
2020,WEST BEACH,69.32786885
2020,WEST BUSSELTON,838.6311475
2020,WEST END,88.95355191
2020,WEST KALGOORLIE,3.959016393
2020,WEST LAMINGTON,152.0710383
2020,WEST LEEDERVILLE,520.6284153
2020,WEST PERTH,359.5054645
2020,WEST PINGELLY,1.046448087
2020,WEST PINJARRA,25.84699454
2020,WEST SWAN,48.87704918
2020,WEST TOODYAY,9.726775956
2020,WESTFIELD,52.21857924
2020,WESTMINSTER,825.9590164
2020,WESTONIA,9.852459016
2020,WHITBY,108.6748634
2020,WHITE GUM VALLEY,445.5737705
2020,WHITE PEAK,43.86338798
2020,WHITE PEAKS,1
2020,WHITEMAN,1
2020,WHITTAKER,0.885245902
2020,WICKEPIN,30.03551913
2020,WICKHAM,4.756830601
2020,WIDGIEMOOLTHA,1
2020,WILGA,1
2020,WILLAGEE,540.8333333
2020,WILLETTON,2398.295082
2020,WILLIAM BAY,3
2020,WILLIAMS,32.39344262
2020,WILLIAMSTOWN,14.37704918
2020,WILLYUNG,32.10655738
2020,WILSON,808.2213115
2020,WILUNA,1.778688525
2020,WILYABRUP,1.836065574
2020,WINDY HARBOUR,24.41530055
2020,WINTHROP,772.4781421
2020,WITCHCLIFFE,31.72131148
2020,WITHERS,204.0382514
2020,WOKALUP,8.368852459
2020,WONGAN HILLS,64.90710383
2020,WONNERUP,8.959016393
2020,WONTHELLA,203.7978142
2020,WOODANILLING,8.090163934
2020,WOODBRIDGE,160.1311475
2020,WOODLANDS,625.2540984
2020,WOODRIDGE,64.58196721
2020,WOODVALE,1210.374317
2020,WOOGENELLUP,1
2020,WOOROLOO,30.79508197
2020,WOORREE,105.1502732
2020,WOOTTATING,0.021857924
2020,WORSLEY,2
2020,WUBIN,4.942622951
2020,WUNDOWIE,95.82786885
2020,WUNGONG,24.81693989
2020,WYALKATCHEM,24.03005465
2020,WYNDHAM,1.079234973
2020,YABBERUP,8.789617486
2020,YAKAMIA,290.8934426
2020,YALGOO,0.346994536
2020,YALLINGUP,96.45901639
2020,YALLINGUP SIDING,20.2704918
2020,YALYALUP,271.9289618
2020,YANCHEP,1350.079235
2020,YANGEBUP,842.6775956
2020,YANMAH,1
2020,YARLOOP,32.8715847
2020,YEAGARUP,1
2020,YEALERING,6.054644809
2020,YELBENI,0.62295082
2020,YELVERTON,1
2020,YERECOIN,4
2020,YETNA,1
2020,YILLIMINNING,0.68579235
2020,YOKINE,1552.885246
2020,YORK,274.3442623
2020,YORNANING,1
2020,YORNUP,0.808743169
2020,YOUNGS SIDING,3.224043716
2020,YUNDERUP,2.683060109
2021,ABBEY,139.0136986
2021,ACTON PARK,1.82739726
2021,ADELINE,10
2021,ALBANY,221.2273973
2021,ALEXANDER HEIGHTS,1069.975343
2021,ALEXANDRA BRIDGE,1
2021,ALFRED COVE,429.2958904
2021,ALKIMOS,1381.621918
2021,ALLANSON,47.6630137
2021,AMBERGATE,29.38356164
2021,AMELUP,1
2021,ANKETELL,28.50958904
2021,ANNIEBROOK,1.61369863
2021,APPLECROSS,829.1890411
2021,ARDATH,0.249315069
2021,ARDROSS,612.3178082
2021,ARGYLE,34.60273973
2021,ARMADALE,1411.70411
2021,ARRINO,1.002739726
2021,ASCOT,367.8465753
2021,ASHBY,329.5753425
2021,ASHFIELD,181.0082192
2021,ATTADALE,869.7890411
2021,ATWELL,1230.093151
2021,AUBIN GROVE,774.3890411
2021,AUGUSTA,276.9726027
2021,AUSTRALIND,2000.906849
2021,AVELEY,1873.780822
2021,AVON VALLEY NATIONAL PARK,1
2021,BABAKIN,1
2021,BADGEBUP,1
2021,BADGINGARRA,5.194520548
2021,BAKERS HILL,99.40821918
2021,BALBARRUP,3.517808219
2021,BALCATTA,1609.838356
2021,BALDIVIS,4861.213699
2021,BALGA,1559.287671
2021,BALINGUP,50.29315069
2021,BALLAJURA,2365.49863
2021,BALLIDU,10.01369863
2021,BANDY CREEK,22.04109589
2021,BANJUP,183.4191781
2021,BANKSIA GROVE,1439.334247
2021,BARRABUP,0.731506849
2021,BARRAGUP,88.4
2021,BASKERVILLE,17.30958904
2021,BASSENDEAN,1628.287671
2021,BATEMAN,526.3479452
2021,BAYNTON,106.0986301
2021,BAYONET HEAD,407.5561644
2021,BAYSWATER,2050.890411
2021,BEACHLANDS,200.6821918
2021,BEACON,4.175342466
2021,BEACONSFIELD,759.509589
2021,BECKENHAM,1040.4
2021,BEDFORD,887.4547945
2021,BEDFORD HARBOUR,1
2021,BEDFORDALE,263.1808219
2021,BEECHBORO,1184.824658
2021,BEECHINA,6.723287671
2021,BEELERUP,2.882191781
2021,BEELIAR,1054.890411
2021,BEJOORDING,7.750684932
2021,BELDON,489.1835616
2021,BELHUS,16.32328767
2021,BELLEVUE,228.9287671
2021,BELMONT,765.0356164
2021,BENCUBBIN,15.09041096
2021,BENGER,2.04109589
2021,BENNETT SPRINGS,679.9753425
2021,BENTLEY,735.939726
2021,BERESFORD,172.6849315
2021,BERKSHIRE VALLEY,1
2021,BERTRAM,666.0821918
2021,BEVERLEY,97.01369863
2021,BIBRA LAKE,929.2739726
2021,BICKLEY,42.66575343
2021,BICTON,945.509589
2021,BIG GROVE,12.37808219
2021,BILINGURR,0.306849315
2021,BINDI BINDI,2
2021,BINDOON,99.18082192
2021,BINNINGUP,174.120548
2021,BIRCHMONT,8.183561644
2021,BLUFF POINT,170.7506849
2021,BLYTHEWOOD,1.167123288
2021,BOALLIA,0.997260274
2021,BODDINGTON,93.77534247
2021,BOLGART,12.23561644
2021,BONNIEFIELD,1
2021,BOOKARA,1.035616438
2021,BOORAGOON,763.8273973
2021,BOORARA BROOK,7.375342466
2021,BORDEN,1.317808219
2021,BORNHOLM,0.783561644
2021,BOSCABEL,1
2021,BOULDER,680.9479452
2021,BOUVARD,149.9123288
2021,BOVELL,41.78356164
2021,BOW BRIDGE,0.895890411
2021,BOWELLING,1
2021,BOWES,1.120547945
2021,BOXWOOD HILL,1
2021,BOYA,91.68493151
2021,BOYANUP,87.52876712
2021,BOYUP BROOK,73.84657534
2021,BRABHAM,1307.682192
2021,BRAMLEY,1.704109589
2021,BREMER BAY,40.88219178
2021,BRENTWOOD,236.7123288
2021,BRIDGETOWN,366.7890411
2021,BRIGADOON,70.4739726
2021,BROADWATER,544.0657534
2021,BROADWOOD,72.8520548
2021,BROCKMAN,0.490410959
2021,BROOKDALE,239.9452055
2021,BROOKHAMPTON,5.128767123
2021,BROOKTON,37.56986301
2021,BROOME,2
2021,BROOMEHILL,3.301369863
2021,BROOMEHILL VILLAGE,9.210958904
2021,BROOMEHILL WEST,1
2021,BRUCE ROCK,44.83561644
2021,BRUNSWICK,88.99726027
2021,BUCKINGHAM,1
2021,BULGARRA,96.14794521
2021,BULL CREEK,1144.509589
2021,BULLER,7.775342466
2021,BULLFINCH,2
2021,BULLSBROOK,459.0712329
2021,BUNBURY,553.0739726
2021,BUNTINE,6
2021,BUREKUP,60.10136986
2021,BURLONG,0.95890411
2021,BURNS BEACH,462.6328767
2021,BURNSIDE,19.8109589
2021,BURRACOPPIN,3.723287671
2021,BURSWOOD,215.5780822
2021,BUSHMEAD,141.2438356
2021,BUSSELTON,407.2794521
2021,BUTLER,1603.117808
2021,BYFORD,1790.490411
2021,CABLE BEACH,3.487671233
2021,CADOUX,2
2021,CALINGIRI,16.02739726
2021,CALISTA,211.4054795
2021,CAMILLO,340.1150685
2021,CANNA,1
2021,CANNING MILLS,2
2021,CANNING VALE,3983.378082
2021,CANNINGTON,561.339726
2021,CAPE BURNEY,82.57808219
2021,CAPEL,277.1150685
2021,CAPEL RIVER,1
2021,CARABAN,1
2021,CARABOODA,10.79452055
2021,CARBUNUP RIVER,8.112328767
2021,CARDIFF,2.021917808
2021,CARDUP,89.56712329
2021,CAREY PARK,485.1369863
2021,CARINE,895.4547945
2021,CARLISLE,954.0520548
2021,CARLOTTA,0.832876712
2021,CARMEL,35.84383562
2021,CARNAMAH,27.52328767
2021,CARNARVON,2
2021,CARRAMAR,822.2712329
2021,CASCADE,1
2021,CASTLETOWN,296.4054795
2021,CASUARINA,61.04383562
2021,CAVERSHAM,911.1643836
2021,CENTENNIAL PARK,107.4191781
2021,CERVANTES,134.5835616
2021,CHADOORA,1
2021,CHADWICK,7.35890411
2021,CHAMPION LAKES,117.7589041
2021,CHAPMAN HILL,0.723287671
2021,CHAPMAN VALLEY,1
2021,CHERRY TREE POOL,0.594520548
2021,CHEYNES,1.364383562
2021,CHIDLOW,159.8
2021,CHITTERING,52.98630137
2021,CHURCHLANDS,370.2958904
2021,CITY BEACH,694.9561644
2021,CLACKLINE,22.89863014
2021,CLAREMONT,928.509589
2021,CLARKSON,1459.567123
2021,CLIFTON PARK,7
2021,CLOVERDALE,1004.139726
2021,COCKBURN CENTRAL,111.6082192
2021,COLD HARBOUR,6.098630137
2021,COLLEGE GROVE,119.1506849
2021,COLLIE,779.8849315
2021,COLLIE BURN,3
2021,COLLINGWOOD HEIGHTS,78.90684932
2021,COLLINGWOOD PARK,21.79726027
2021,COLLINS,1
2021,COMO,1787.838356
2021,CONDINGUP,15.44383562
2021,CONNOLLY,420.7232877
2021,COODANUP,596.9534247
2021,COOGEE,746.6383562
2021,COOKERNUP,44.01369863
2021,COOLBELLUP,798.3369863
2021,COOLBINIA,217.3178082
2021,COOLGARDIE,106.909589
2021,COOLOONGUP,622.4931507
2021,COOLUP,30.03013699
2021,COOMALBIDGUP,0.419178082
2021,COOMBERDALE,0.254794521
2021,COONDLE,24.09315069
2021,COOROW,9.238356164
2021,COPLEY,1.21369863
2021,CORRIGIN,57.10684932
2021,COTTESLOE,646.3945206
2021,COWARAMUP,176.7835616
2021,CRAIGIE,868.7534247
2021,CRANBROOK,28.90136986
2021,CRAWLEY,138.4849315
2021,CROOKED BROOK,2.838356164
2021,CROSSMAN,6.38630137
2021,CROWEA,2.254794521
2021,CUBALLING,36.3890411
2021,CUE,16.76712329
2021,CUNDERDIN,61.17534247
2021,CURRAMBINE,831.6438356
2021,CUTHBERT,4.471232877
2021,DAGLISH,187.4273973
2021,DALE,1
2021,DALIAK,0.854794521
2021,DALKEITH,479.7342466
2021,DALWALLINU,22.46027397
2021,DALYELLUP,1077.676712
2021,DAMPIER,77.55068493
2021,DANDALUP,0.136986301
2021,DANDARAGAN,14.72054795
2021,DANGIN,1
2021,DARCH,675.6712329
2021,DARDADINE,1
2021,DARDANUP,74.20821918
2021,DARDANUP WEST,19.10410959
2021,DARKAN,21.33150685
2021,DARLING DOWNS,139.2684932
2021,DARLINGTON,361.8958904
2021,DARRADUP,0.490410959
2021,DAVENPORT,11.76164384
2021,DAWESVILLE,1282.526027
2021,DAYTON,743.7671233
2021,DEANMILL,5.038356164
2021,DEEPDALE,104.7972603
2021,DEEPDENE,1
2021,DENBARKER,1
2021,DENHAM,20.02739726
2021,DENMARK,355.0493151
2021,DERBY,3.550684932
2021,DEVILS CREEK,0.742465753
2021,DIANELLA,3638.487671
2021,DINGUP,2.676712329
2021,DINNINUP,2
2021,DJUGUN,2.087671233
2021,DONGARA,170.4136986
2021,DONNYBROOK,355.1616438
2021,DOODLAKINE,0.531506849
2021,DOUBLEVIEW,1084.630137
2021,DOWERIN,34.35342466
2021,DROME,1
2021,DRUMMOND COVE,196.2931507
2021,DUDININ,1
2021,DUDLEY PARK,915.4712329
2021,DUMBARTON,6.961643836
2021,DUMBLEYUNG,19.19178082
2021,DUNCRAIG,2293.150685
2021,DUNSBOROUGH,892.2164384
2021,DURANILLIN,4
2021,DWARDA,1
2021,DWELLINGUP,50.11506849
2021,EAGLE BAY,33.09041096
2021,EAST AUGUSTA,2
2021,EAST BUNBURY,500.4794521
2021,EAST BUSSELTON,9.953424658
2021,EAST CANNINGTON,681.4356164
2021,EAST CARNARVON,0.117808219
2021,EAST FREMANTLE,938.0849315
2021,EAST PERTH,536.5479452
2021,EAST ROCKINGHAM,16.0520548
2021,EAST VICTORIA PARK,1367.369863
2021,EATON,1128.852055
2021,EDEN HILL,530.2958904
2021,EDGEWATER,627.7452055
2021,EGLINTON,552.0849315
2021,ELGIN,1.624657534
2021,ELLEKER,15.52876712
2021,ELLENBROOK,2726.638356
2021,EMBLETON,489.1863014
2021,EMU POINT,28.31232877
2021,ENEABBA,17.76712329
2021,ERSKINE,907.2575343
2021,ESPERANCE,202.6109589
2021,EUCLA,0.317808219
2021,EXMOUTH,3.024657534
2021,FAIRBRIDGE,1
2021,FALCON,1097.978082
2021,FERGUSON,6
2021,FERNDALE,683.6986301
2021,FITZGERALD,0.435616438
2021,FITZROY CROSSING,0.002739726
2021,FLOREAT,1026.356164
2021,FOREST GROVE,6.769863014
2021,FORRESTDALE,101.9835616
2021,FORRESTFIELD,1857.257534
2021,FRANKLAND RIVER,14.32876712
2021,FREMANTLE,1062.468493
2021,FRENCHMAN BAY,4
2021,FURNISSDALE,120.7123288
2021,GABBADAH,96.35342466
2021,GABBIN,1.35890411
2021,GAIRDNER,1.339726027
2021,GASCOYNE JUNCTION,1
2021,GELORUP,194.9835616
2021,GEOGRAPHE,383.1616438
2021,GEORGINA,0.74520548
2021,GERALDTON,426.7369863
2021,GIBSON,9.189041096
2021,GIDGEGANNUP,112.5863014
2021,GILGERING,1.942465753
2021,GINGIN,76.76986301
2021,GIRRAWHEEN,1093.909589
2021,GLEDHOW,91.66575343
2021,GLEN FORREST,267.9315069
2021,GLEN IRIS,305.1479452
2021,GLENDALOUGH,160.7780822
2021,GLENFIELD,110.1917808
2021,GLENLYNN,3.816438356
2021,GNANGARA,162.4849315
2021,GNARABUP,45.49041096
2021,GNOWANGERUP,26.39452055
2021,GNOWELLEN,1
2021,GOLDEN BAY,664.7671233
2021,GOODE BEACH,39.75068493
2021,GOOMALLING,37.38082192
2021,GOOSEBERRY HILL,376.2438356
2021,GOSNELLS,2239.00274
2021,GRACETOWN,21.71780822
2021,GRASS PATCH,0.835616438
2021,GRASS VALLEY,10.6
2021,GREEN HEAD,75.88493151
2021,GREEN RANGE,0.682191781
2021,GREENBUSHES,52.34794521
2021,GREENFIELDS,1259.186301
2021,GREENMOUNT,385.290411
2021,GREENOUGH,12
2021,GREENWOOD,1487.750685
2021,GREGORY,13.67945206
2021,GUILDERTON,87.11232877
2021,GUILDFORD,227.6219178
2021,GWAMBYGINE,0.460273973
2021,GWELUP,651.9260274
2021,GWINDINUP,1
2021,HACKETTS GULLY,1
2021,HALLS CREEK,2.14520548
2021,HALLS HEAD,2072.720548
2021,HAMEL,11.15616438
2021,HAMELIN BAY,2.887671233
2021,HAMERSLEY,748.2794521
2021,HAMILTON HILL,1638.950685
2021,HAMMOND PARK,973.1150685
2021,HANNANS,325.1506849
2021,HARRIS RIVER,3
2021,HARRISDALE,1430.939726
2021,HARRISMITH,1
2021,HARVEY,298.3041096
2021,HAY,18.96164384
2021,HAYNES,338.3808219
2021,HAZELMERE,118.5808219
2021,HAZELVALE,1
2021,HEATHRIDGE,845.2054795
2021,HELENA VALLEY,572.2657534
2021,HENDERSON,16.43287671
2021,HENLEY BROOK,228.7369863
2021,HENTY,1
2021,HERNE HILL,123.4054795
2021,HERRON,42.98630137
2021,HESTER,9
2021,HESTER BROOK,0.032876712
2021,HIGH WYCOMBE,1659.326027
2021,HIGHBURY,14.72876712
2021,HIGHGATE,205.4
2021,HILBERT,564.0383562
2021,HILLARYS,1271.876712
2021,HILLMAN,187.8164384
2021,HILTON,556.5506849
2021,HINDMARSH,1
2021,HINES HILL,2
2021,HOCKING,1027.421918
2021,HODDYS WELL,1.608219178
2021,HOPE VALLEY,2.479452055
2021,HOPELAND,6.265753425
2021,HOPETOUN,96.20547945
2021,HORROCKS,29.55616438
2021,HORROCKS BEACH,3
2021,HOVEA,38.74794521
2021,HOWATHARRA,2
2021,HUNTINGDALE,1105.279452
2021,HYDEN,13.15616438
2021,ILUKA,578.5589041
2021,INGLEWOOD,769.9863014
2021,INNALOO,1303.093151
2021,IRISHTOWN,1.016438356
2021,IRWIN,4
2021,ISSEKA,2
2021,JACUP,0.169863014
2021,JALBARRAGUP,8.956164384
2021,JANDABUP,16.75890411
2021,JANDAKOT,329.5917808
2021,JANE BROOK,445.1506849
2021,JARDEE,4.109589041
2021,JARRAHDALE,104.0657534
2021,JARRAHWOOD,2
2021,JENNACUBBINE,1
2021,JERRAMUNGUP,16.59452055
2021,JINDALEE,544.1561644
2021,JINDONG,0.860273973
2021,JOLIMONT,193.4246575
2021,JOONDALUP,955.0164384
2021,JOONDANNA,674.2739726
2021,JULIMAR,7
2021,JURIEN,1
2021,JURIEN BAY,353.8164384
2021,KALAMUNDA,840.7917808
2021,KALANNIE,8
2021,KALBARRI,192.3369863
2021,KALGAN,18.58356164
2021,KALGOORLIE,674.969863
2021,KALLAROO,648.6465753
2021,KALOORUP,1.032876712
2021,KAMBALDA,1
2021,KAMBALDA EAST,85.60821918
2021,KAMBALDA WEST,204.2246575
2021,KANGAROO GULLY,29.51232877
2021,KANOWNA,2
2021,KARAKIN,35.51506849
2021,KARALUNDI,0.090410959
2021,KARAWARA,184.5013699
2021,KARDINYA,1325.331507
2021,KARLGARIN,0.517808219
2021,KARLKURLA,33.16164384
2021,KARLOO,33.24383562
2021,KARNUP,166.1671233
2021,KARRAGULLEN,17.04383562
2021,KARRAKATTA,1
2021,KARRAKUP,5.106849315
2021,KARRATHA,5.621917808
2021,KARRIDALE,6
2021,KARRINYUP,1204.339726
2021,KATANNING,156.5589041
2021,KAURING,2
2021,KEALY,143.9369863
2021,KELLERBERRIN,46.33150685
2021,KELMSCOTT,1075.235616
2021,KENDENUP,68.14246575
2021,KENSINGTON,587.0712329
2021,KENTDALE,0.378082192
2021,KENWICK,579.709589
2021,KEWDALE,937.7616438
2021,KEYSBROOK,4
2021,KIARA,284.9726027
2021,KING RIVER,11.51780822
2021,KINGSLEY,1891.446575
2021,KINGSTON,1
2021,KINROSS,790.8547945
2021,KIRUP,21.89315069
2021,KOJANEERUP SOUTH,0.391780822
2021,KOJONUP,68.36712329
2021,KOKEBY,0.915068493
2021,KONDININ,18.33424658
2021,KOOMBERKINE,0.687671233
2021,KOONDOOLA,346.4684932
2021,KOONGAMIA,116.3479452
2021,KOORDA,17.47671233
2021,KORDABUP,1.657534247
2021,KORRELOCKING,1
2021,KRONKUP,5.268493151
2021,KUDARDUP,3.484931507
2021,KUKERIN,2.128767123
2021,KULIKUP,2
2021,KULIN,24.50410959
2021,KUNUNOPPIN,6.263013699
2021,KUNUNURRA,1.764383562
2021,KWINANA BEACH,1
2021,KWINANA TOWN CENTRE,53.36986301
